Type,Number
Local rate,1300002843
Local rate,1300002844
Local rate,1300002846
Local rate,1300002847
Local rate,1300002848
Local rate,1300002849
Local rate,1300002850
Local rate,1300002851
Local rate,1300002852
Local rate,1300002853
Local rate,1300002854
Local rate,1300002855
Local rate,1300002856
Local rate,1300002857
Local rate,1300002858
Local rate,1300002859
Local rate,1300002860
Local rate,1300002861
Local rate,1300002863
Local rate,1300002864
Local rate,1300002865
Local rate,1300002866
Local rate,1300002867
Local rate,1300002869
Local rate,1300002870
Local rate,1300002872
Local rate,1300002873
Local rate,1300002874
Local rate,1300002875
Local rate,1300002879
Local rate,1300002881
Local rate,1300002883
Local rate,1300002884
Local rate,1300002885
Local rate,1300002890
Local rate,1300002891
Local rate,1300002892
Local rate,1300002893
Local rate,1300002894
Local rate,1300002895
Local rate,1300002896
Local rate,1300002897
Local rate,1300002898
Local rate,1300002899
Local rate,1300002901
Local rate,1300002902
Local rate,1300002903
Local rate,1300002904
Local rate,1300002905
Local rate,1300002906
Local rate,1300002907
Local rate,1300002908
Local rate,1300002909
Local rate,1300002910
Local rate,1300002912
Local rate,1300002913
Local rate,1300002914
Local rate,1300002915
Local rate,1300002916
Local rate,1300002917
Local rate,1300002918
Local rate,1300002919
Local rate,1300002921
Local rate,1300002922
Local rate,1300002924
Local rate,1300002925
Local rate,1300002926
Local rate,1300002927
Local rate,1300002930
Local rate,1300002931
Local rate,1300002932
Local rate,1300002933
Local rate,1300002935
Local rate,1300002936
Local rate,1300002937
Local rate,1300002938
Local rate,1300002939
Local rate,1300002941
Local rate,1300002943
Local rate,1300002944
Local rate,1300002946
Local rate,1300002947
Local rate,1300002948
Local rate,1300002949
Local rate,1300002950
Local rate,1300002951
Local rate,1300002952
Local rate,1300002953
Local rate,1300002955
Local rate,1300002956
Local rate,1300002958
Local rate,1300002959
Local rate,1300002960
Local rate,1300002961
Local rate,1300002962
Local rate,1300002963
Local rate,1300002964
Local rate,1300002966
Local rate,1300002967
Local rate,1300002968
Local rate,1300002969
Local rate,1300002971
Local rate,1300002972
Local rate,1300002973
Local rate,1300002974
Local rate,1300002975
Local rate,1300002977
Local rate,1300002978
Local rate,1300002979
Local rate,1300002980
Local rate,1300002981
Local rate,1300002984
Local rate,1300002985
Local rate,1300002987
Local rate,1300002988
Local rate,1300002989
Local rate,1300002990
Local rate,1300002991
Local rate,1300002993
Local rate,1300002994
Local rate,1300002995
Local rate,1300002997
Local rate,1300002998
Local rate,1300002999
Local rate,1300003012
Local rate,1300003014
Local rate,1300003015
Local rate,1300003017
Local rate,1300003018
Local rate,1300003019
Local rate,1300003021
Local rate,1300003022
Local rate,1300003023
Local rate,1300003024
Local rate,1300003025
Local rate,1300003026
Local rate,1300003027
Local rate,1300003028
Local rate,1300003029
Local rate,1300003033
Local rate,1300003034
Local rate,1300003036
Local rate,1300003037
Local rate,1300003038
Local rate,1300003039
Local rate,1300003041
Local rate,1300003042
Local rate,1300003043
Local rate,1300003044
Local rate,1300003045
Local rate,1300003046
Local rate,1300003047
Local rate,1300003048
Local rate,1300003049
Local rate,1300003050
Local rate,1300003051
Local rate,1300003052
Local rate,1300003053
Local rate,1300003054
Local rate,1300003055
Local rate,1300003056
Local rate,1300003058
Local rate,1300003059
Local rate,1300003061
Local rate,1300003062
Local rate,1300003063
Local rate,1300003064
Local rate,1300003065
Local rate,1300003066
Local rate,1300003067
Local rate,1300003068
Local rate,1300003069
Local rate,1300003070
Local rate,1300003071
Local rate,1300003072
Local rate,1300003073
Local rate,1300003074
Local rate,1300003075
Local rate,1300003076
Local rate,1300003078
Local rate,1300003079
Local rate,1300003080
Local rate,1300003081
Local rate,1300003083
Local rate,1300003084
Local rate,1300003085
Local rate,1300003086
Local rate,1300003089
Local rate,1300003090
Local rate,1300003091
Local rate,1300003092
Local rate,1300003093
Local rate,1300003094
Local rate,1300003095
Local rate,1300003096
Local rate,1300003097
Local rate,1300003098
Local rate,1300003099
Local rate,1300003102
Local rate,1300003104
Local rate,1300003105
Local rate,1300003106
Local rate,1300003107
Local rate,1300003108
Local rate,1300003109
Local rate,1300003110
Local rate,1300003112
Local rate,1300003113
Local rate,1300003114
Local rate,1300003115
Local rate,1300003116
Local rate,1300003117
Local rate,1300003118
Local rate,1300003119
Local rate,1300003120
Local rate,1300003122
Local rate,1300003124
Local rate,1300003125
Local rate,1300003127
Local rate,1300003128
Local rate,1300003129
Local rate,1300003134
Local rate,1300003135
Local rate,1300003137
Local rate,1300003138
Local rate,1300003139
Local rate,1300003140
Local rate,1300003143
Local rate,1300003144
Local rate,1300003145
Local rate,1300003146
Local rate,1300003147
Local rate,1300003149
Local rate,1300003150
Local rate,1300003151
Local rate,1300003152
Local rate,1300003153
Local rate,1300003154
Local rate,1300003156
Local rate,1300003157
Local rate,1300003158
Local rate,1300003159
Local rate,1300003160
Local rate,1300003161
Local rate,1300003162
Local rate,1300003163
Local rate,1300003164
Local rate,1300003165
Local rate,1300003166
Local rate,1300003167
Local rate,1300003168
Local rate,1300003169
Local rate,1300003170
Local rate,1300003171
Local rate,1300003172
Local rate,1300003173
Local rate,1300003174
Local rate,1300003175
Local rate,1300003177
Local rate,1300003178
Local rate,1300003179
Local rate,1300003180
Local rate,1300003181
Local rate,1300003182
Local rate,1300003183
Local rate,1300003184
Local rate,1300003185
Local rate,1300003186
Local rate,1300003187
Local rate,1300003188
Local rate,1300003189
Local rate,1300003190
Local rate,1300003191
Local rate,1300003192
Local rate,1300003193
Local rate,1300003194
Local rate,1300003195
Local rate,1300003196
Local rate,1300003197
Local rate,1300003198
Local rate,1300003199
Local rate,1300003201
Local rate,1300003204
Local rate,1300003205
Local rate,1300003206
Local rate,1300003207
Local rate,1300003208
Local rate,1300003209
Local rate,1300003210
Local rate,1300003212
Local rate,1300003213
Local rate,1300003214
Local rate,1300003215
Local rate,1300003216
Local rate,1300003217
Local rate,1300003219
Local rate,1300003221
Local rate,1300003223
Local rate,1300003225
Local rate,1300003229
Local rate,1300003230
Local rate,1300003231
Local rate,1300003233
Local rate,1300003238
Local rate,1300003239
Local rate,1300003240
Local rate,1300003241
Local rate,1300003244
Local rate,1300003247
Local rate,1300003248
Local rate,1300003249
Local rate,1300003250
Local rate,1300003251
Local rate,1300003252
Local rate,1300003253
Local rate,1300003255
Local rate,1300003256
Local rate,1300003257
Local rate,1300003258
Local rate,1300003259
Local rate,1300003260
Local rate,1300003263
Local rate,1300003265
Local rate,1300003266
Local rate,1300003267
Local rate,1300003270
Local rate,1300003271
Local rate,1300003275
Local rate,1300003281
Local rate,1300003283
Local rate,1300003284
Local rate,1300003285
Local rate,1300003289
Local rate,1300003290
Local rate,1300003291
Local rate,1300003293
Local rate,1300003294
Local rate,1300003295
Local rate,1300003297
Local rate,1300003298
Local rate,1300003299
Local rate,1300003300
Local rate,1300003305
Local rate,1300003306
Local rate,1300003307
Local rate,1300003308
Local rate,1300003309
Local rate,1300003311
Local rate,1300003312
Local rate,1300003314
Local rate,1300003315
Local rate,1300003316
Local rate,1300003317
Local rate,1300003318
Local rate,1300003319
Local rate,1300003320
Local rate,1300003322
Local rate,1300003324
Local rate,1300003325
Local rate,1300003329
Local rate,1300003331
Local rate,1300003335
Local rate,1300003340
Local rate,1300003341
Local rate,1300003344
Local rate,1300003346
Local rate,1300003351
Local rate,1300003352
Local rate,1300003353
Local rate,1300003354
Local rate,1300003355
Local rate,1300003357
Local rate,1300003358
Local rate,1300003359
Local rate,1300003361
Local rate,1300003362
Local rate,1300003363
Local rate,1300003364
Local rate,1300003366
Local rate,1300003370
Local rate,1300003371
Local rate,1300003372
Local rate,1300003373
Local rate,1300003374
Local rate,1300003375
Local rate,1300003377
Local rate,1300003378
Local rate,1300003379
Local rate,1300003380
Local rate,1300003382
Local rate,1300003385
Local rate,1300003386
Local rate,1300003387
Local rate,1300003388
Local rate,1300003389
Local rate,1300003390
Local rate,1300003391
Local rate,1300003394
Local rate,1300003395
Local rate,1300003396
Local rate,1300003397
Local rate,1300003398
Local rate,1300003399
Local rate,1300003401
Local rate,1300003402
Local rate,1300003404
Local rate,1300003405
Local rate,1300003406
Local rate,1300003407
Local rate,1300003408
Local rate,1300003409
Local rate,1300003410
Local rate,1300003411
Local rate,1300003412
Local rate,1300003413
Local rate,1300003415
Local rate,1300003416
Local rate,1300003417
Local rate,1300003418
Local rate,1300003419
Local rate,1300003420
Local rate,1300003422
Local rate,1300003424
Local rate,1300003428
Local rate,1300003429
Local rate,1300003430
Local rate,1300003431
Local rate,1300003433
Local rate,1300003435
Local rate,1300003437
Local rate,1300003439
Local rate,1300003440
Local rate,1300003441
Local rate,1300003442
Local rate,1300003443
Local rate,1300003445
Local rate,1300003446
Local rate,1300003447
Local rate,1300003448
Local rate,1300003449
Local rate,1300003450
Local rate,1300003451
Local rate,1300003452
Local rate,1300003453
Local rate,1300003457
Local rate,1300003459
Local rate,1300003460
Local rate,1300003464
Local rate,1300003465
Local rate,1300003466
Local rate,1300003468
Local rate,1300003469
Local rate,1300003470
Local rate,1300003471
Local rate,1300003475
Local rate,1300003477
Local rate,1300003478
Local rate,1300003479
Local rate,1300003480
Local rate,1300003481
Local rate,1300003484
Local rate,1300003485
Local rate,1300003486
Local rate,1300003487
Local rate,1300003489
Local rate,1300003490
Local rate,1300003491
Local rate,1300003492
Local rate,1300003493
Local rate,1300003494
Local rate,1300003495
Local rate,1300003496
Local rate,1300003497
Local rate,1300003499
Local rate,1300003501
Local rate,1300003502
Local rate,1300003504
Local rate,1300003505
Local rate,1300003506
Local rate,1300003507
Local rate,1300003508
Local rate,1300003510
Local rate,1300003511
Local rate,1300003512
Local rate,1300003513
Local rate,1300003515
Local rate,1300003516
Local rate,1300003517
Local rate,1300003518
Local rate,1300003520
Local rate,1300003521
Local rate,1300003523
Local rate,1300003524
Local rate,1300003525
Local rate,1300003526
Local rate,1300003528
Local rate,1300003529
Local rate,1300003530
Local rate,1300003531
Local rate,1300003532
Local rate,1300003534
Local rate,1300003535
Local rate,1300003536
Local rate,1300003538
Local rate,1300003540
Local rate,1300003541
Local rate,1300003542
Local rate,1300003543
Local rate,1300003544
Local rate,1300003545
Local rate,1300003546
Local rate,1300003549
Local rate,1300003550
Local rate,1300003551
Local rate,1300003554
Local rate,1300003556
Local rate,1300003557
Local rate,1300003558
Local rate,1300003559
Local rate,1300003561
Local rate,1300003562
Local rate,1300003563
Local rate,1300003564
Local rate,1300003565
Local rate,1300003567
Local rate,1300003568
Local rate,1300003570
Local rate,1300003571
Local rate,1300003572
Local rate,1300003573
Local rate,1300003574
Local rate,1300003575
Local rate,1300003576
Local rate,1300003577
Local rate,1300003578
Local rate,1300003580
Local rate,1300003581
Local rate,1300003582
Local rate,1300003583
Local rate,1300003584
Local rate,1300003585
Local rate,1300003586
Local rate,1300003587
Local rate,1300003588
Local rate,1300003589
Local rate,1300003590
Local rate,1300003591
Local rate,1300003592
Local rate,1300003593
Local rate,1300003594
Local rate,1300003595
Local rate,1300003596
Local rate,1300003597
Local rate,1300003598
Local rate,1300003599
Local rate,1300003601
Local rate,1300003602
Local rate,1300003603
Local rate,1300003604
Local rate,1300003605
Local rate,1300003606
Local rate,1300003607
Local rate,1300003608
Local rate,1300003609
Local rate,1300003610
Local rate,1300003611
Local rate,1300003612
Local rate,1300003613
Local rate,1300003614
Local rate,1300003616
Local rate,1300003617
Local rate,1300003618
Local rate,1300003619
Local rate,1300003620
Local rate,1300003621
Local rate,1300003623
Local rate,1300003624
Local rate,1300003625
Local rate,1300003628
Local rate,1300003629
Local rate,1300003630
Local rate,1300003631
Local rate,1300003632
Local rate,1300003634
Local rate,1300003635
Local rate,1300003638
Local rate,1300003639
Local rate,1300003640
Local rate,1300003641
Local rate,1300003643
Local rate,1300003644
Local rate,1300003645
Local rate,1300003646
Local rate,1300003647
Local rate,1300003648
Local rate,1300003649
Local rate,1300003650
Local rate,1300003651
Local rate,1300003652
Local rate,1300003653
Local rate,1300003654
Local rate,1300003656
Local rate,1300003657
Local rate,1300003658
Local rate,1300003659
Local rate,1300003660
Local rate,1300003661
Local rate,1300003662
Local rate,1300003664
Local rate,1300003665
Local rate,1300003669
Local rate,1300003670
Local rate,1300003673
Local rate,1300003675
Local rate,1300003678
Local rate,1300003679
Local rate,1300003680
Local rate,1300003681
Local rate,1300003682
Local rate,1300003683
Local rate,1300003688
Local rate,1300003689
Local rate,1300003690
Local rate,1300003692
Local rate,1300003693
Local rate,1300003694
Local rate,1300003695
Local rate,1300003698
Local rate,1300003699
Local rate,1300003701
Local rate,1300003702
Local rate,1300003703
Local rate,1300003704
Local rate,1300003705
Local rate,1300003706
Local rate,1300003708
Local rate,1300003710
Local rate,1300003711
Local rate,1300003712
Local rate,1300003713
Local rate,1300003714
Local rate,1300003715
Local rate,1300003717
Local rate,1300003718
Local rate,1300003719
Local rate,1300003720
Local rate,1300003721
Local rate,1300003723
Local rate,1300003725
Local rate,1300003728
Local rate,1300003730
Local rate,1300003731
Local rate,1300003733
Local rate,1300003735
Local rate,1300003738
Local rate,1300003739
Local rate,1300003740
Local rate,1300003741
Local rate,1300003742
Local rate,1300003743
Local rate,1300003744
Local rate,1300003745
Local rate,1300003747
Local rate,1300003749
Local rate,1300003750
Local rate,1300003751
Local rate,1300003753
Local rate,1300003754
Local rate,1300003755
Local rate,1300003756
Local rate,1300003757
Local rate,1300003758
Local rate,1300003759
Local rate,1300003760
Local rate,1300003761
Local rate,1300003763
Local rate,1300003764
Local rate,1300003765
Local rate,1300003766
Local rate,1300003768
Local rate,1300003769
Local rate,1300003770
Local rate,1300003771
Local rate,1300003773
Local rate,1300003774
Local rate,1300003775
Local rate,1300003776
Local rate,1300003778
Local rate,1300003779
Local rate,1300003780
Local rate,1300003781
Local rate,1300003783
Local rate,1300003784
Local rate,1300003785
Local rate,1300003788
Local rate,1300003790
Local rate,1300003791
Local rate,1300003792
Local rate,1300003793
Local rate,1300003795
Local rate,1300003796
Local rate,1300003797
Local rate,1300003799
Local rate,1300003800
Local rate,1300003801
Local rate,1300003802
Local rate,1300003803
Local rate,1300003804
Local rate,1300003805
Local rate,1300003806
Local rate,1300003807
Local rate,1300003808
Local rate,1300003809
Local rate,1300003810
Local rate,1300003811
Local rate,1300003812
Local rate,1300003813
Local rate,1300003814
Local rate,1300003815
Local rate,1300003816
Local rate,1300003817
Local rate,1300003818
Local rate,1300003819
Local rate,1300003820
Local rate,1300003821
Local rate,1300003824
Local rate,1300003825
Local rate,1300003826
Local rate,1300003827
Local rate,1300003829
Local rate,1300003830
Local rate,1300003831
Local rate,1300003834
Local rate,1300003835
Local rate,1300003836
Local rate,1300003839
Local rate,1300003840
Local rate,1300003842
Local rate,1300003843
Local rate,1300003844
Local rate,1300003845
Local rate,1300003846
Local rate,1300003847
Local rate,1300003848
Local rate,1300003849
Local rate,1300003850
Local rate,1300003851
Local rate,1300003852
Local rate,1300003853
Local rate,1300003856
Local rate,1300003857
Local rate,1300003858
Local rate,1300003859
Local rate,1300003860
Local rate,1300003861
Local rate,1300003864
Local rate,1300003866
Local rate,1300003867
Local rate,1300003868
Local rate,1300003869
Local rate,1300003870
Local rate,1300003871
Local rate,1300003872
Local rate,1300003874
Local rate,1300003875
Local rate,1300003877
Local rate,1300003879
Local rate,1300003880
Local rate,1300003881
Local rate,1300003884
Local rate,1300003885
Local rate,1300003886
Local rate,1300003887
Local rate,1300003889
Local rate,1300003890
Local rate,1300003891
Local rate,1300003892
Local rate,1300003895
Local rate,1300003896
Local rate,1300003897
Local rate,1300003898
Local rate,1300003899
Local rate,1300003902
Local rate,1300003904
Local rate,1300003905
Local rate,1300003906
Local rate,1300003908
Local rate,1300003909
Local rate,1300003910
Local rate,1300003911
Local rate,1300003912
Local rate,1300003914
Local rate,1300003915
Local rate,1300003916
Local rate,1300003917
Local rate,1300003918
Local rate,1300003919
Local rate,1300003920
Local rate,1300003921
Local rate,1300003923
Local rate,1300003926
Local rate,1300003927
Local rate,1300003928
Local rate,1300003929
Local rate,1300003931
Local rate,1300003934
Local rate,1300003936
Local rate,1300003938
Local rate,1300003939
Local rate,1300003940
Local rate,1300003941
Local rate,1300003942
Local rate,1300003943
Local rate,1300003945
Local rate,1300003946
Local rate,1300003947
Local rate,1300003948
Local rate,1300003949
Local rate,1300003955
Local rate,1300003957
Local rate,1300003958
Local rate,1300003960
Local rate,1300003961
Local rate,1300003962
Local rate,1300003963
Local rate,1300003964
Local rate,1300003965
Local rate,1300003966
Local rate,1300003968
Local rate,1300003969
Local rate,1300003970
Local rate,1300003971
Local rate,1300003972
Local rate,1300003973
Local rate,1300003974
Local rate,1300003975
Local rate,1300003977
Local rate,1300003979
Local rate,1300003980
Local rate,1300003981
Local rate,1300003982
Local rate,1300003983
Local rate,1300003984
Local rate,1300003985
Local rate,1300003986
Local rate,1300003987
Local rate,1300003988
Local rate,1300003989
Local rate,1300003991
Local rate,1300003992
Local rate,1300003994
Local rate,1300003995
Local rate,1300003996
Local rate,1300003998
Local rate,1300004001
Local rate,1300004006
Local rate,1300004010
Local rate,1300004011
Local rate,1300004012
Local rate,1300004013
Local rate,1300004015
Local rate,1300004017
Local rate,1300004018
Local rate,1300004019
Local rate,1300004021
Local rate,1300004022
Local rate,1300004024
Local rate,1300004025
Local rate,1300004026
Local rate,1300004027
Local rate,1300004028
Local rate,1300004029
Local rate,1300004031
Local rate,1300004032
Local rate,1300004033
Local rate,1300004034
Local rate,1300004035
Local rate,1300004036
Local rate,1300004037
Local rate,1300004038
Local rate,1300004039
Local rate,1300004041
Local rate,1300004042
Local rate,1300004043
Local rate,1300004045
Local rate,1300004047
Local rate,1300004048
Local rate,1300004051
Local rate,1300004053
Local rate,1300004054
Local rate,1300004055
Local rate,1300004056
Local rate,1300004058
Local rate,1300004059
Local rate,1300004061
Local rate,1300004062
Local rate,1300004063
Local rate,1300004064
Local rate,1300004065
Local rate,1300004066
Local rate,1300004067
Local rate,1300004068
Local rate,1300004069
Local rate,1300004070
Local rate,1300004071
Local rate,1300004072
Local rate,1300004073
Local rate,1300004074
Local rate,1300004075
Local rate,1300004076
Local rate,1300004077
Local rate,1300004078
Local rate,1300004079
Local rate,1300004080
Local rate,1300004081
Local rate,1300004083
Local rate,1300004084
Local rate,1300004085
Local rate,1300004086
Local rate,1300004087
Local rate,1300004088
Local rate,1300004089
Local rate,1300004090
Local rate,1300004091
Local rate,1300004092
Local rate,1300004093
Local rate,1300004094
Local rate,1300004095
Local rate,1300004096
Local rate,1300004097
Local rate,1300004098
Local rate,1300004099
Local rate,1300004101
Local rate,1300004103
Local rate,1300004104
Local rate,1300004105
Local rate,1300004106
Local rate,1300004107
Local rate,1300004108
Local rate,1300004109
Local rate,1300004110
Local rate,1300004113
Local rate,1300004114
Local rate,1300004115
Local rate,1300004116
Local rate,1300004117
Local rate,1300004118
Local rate,1300004119
Local rate,1300004120
Local rate,1300004121
Local rate,1300004122
Local rate,1300004123
Local rate,1300004124
Local rate,1300004125
Local rate,1300004126
Local rate,1300004127
Local rate,1300004129
Local rate,1300004130
Local rate,1300004132
Local rate,1300004133
Local rate,1300004134
Local rate,1300004135
Local rate,1300004136
Local rate,1300004137
Local rate,1300004138
Local rate,1300004139
Local rate,1300004140
Local rate,1300004143
Local rate,1300004144
Local rate,1300004145
Local rate,1300004146
Local rate,1300004148
Local rate,1300004149
Local rate,1300004150
Local rate,1300004151
Local rate,1300004152
Local rate,1300004153
Local rate,1300004154
Local rate,1300004155
Local rate,1300004156
Local rate,1300004158
Local rate,1300004159
Local rate,1300004160
Local rate,1300004161
Local rate,1300004162
Local rate,1300004163
Local rate,1300004164
Local rate,1300004165
Local rate,1300004166
Local rate,1300004167
Local rate,1300004168
Local rate,1300004169
Local rate,1300004170
Local rate,1300004171
Local rate,1300004172
Local rate,1300004173
Local rate,1300004174
Local rate,1300004177
Local rate,1300004178
Local rate,1300004179
Local rate,1300004180
Local rate,1300004182
Local rate,1300004183
Local rate,1300004184
Local rate,1300004185
Local rate,1300004186
Local rate,1300004187
Local rate,1300004188
Local rate,1300004189
Local rate,1300004190
Local rate,1300004192
Local rate,1300004193
Local rate,1300004194
Local rate,1300004195
Local rate,1300004196
Local rate,1300004197
Local rate,1300004198
Local rate,1300004201
Local rate,1300004202
Local rate,1300004203
Local rate,1300004204
Local rate,1300004205
Local rate,1300004208
Local rate,1300004209
Local rate,1300004210
Local rate,1300004211
Local rate,1300004212
Local rate,1300004213
Local rate,1300004214
Local rate,1300004215
Local rate,1300004216
Local rate,1300004217
Local rate,1300004218
Local rate,1300004219
Local rate,1300004221
Local rate,1300004223
Local rate,1300004224
Local rate,1300004228
Local rate,1300004229
Local rate,1300004230
Local rate,1300004232
Local rate,1300004233
Local rate,1300004234
Local rate,1300004235
Local rate,1300004236
Local rate,1300004238
Local rate,1300004239
Local rate,1300004240
Local rate,1300004241
Local rate,1300004244
Local rate,1300004246
Local rate,1300004249
Local rate,1300004250
Local rate,1300004251
Local rate,1300004252
Local rate,1300004255
Local rate,1300004257
Local rate,1300004258
Local rate,1300004259
Local rate,1300004260
Local rate,1300004261
Local rate,1300004262
Local rate,1300004265
Local rate,1300004268
Local rate,1300004270
Local rate,1300004271
Local rate,1300004272
Local rate,1300004273
Local rate,1300004274
Local rate,1300004275
Local rate,1300004278
Local rate,1300004279
Local rate,1300004280
Local rate,1300004281
Local rate,1300004282
Local rate,1300004284
Local rate,1300004288
Local rate,1300004289
Local rate,1300004290
Local rate,1300004291
Local rate,1300004293
Local rate,1300004294
Local rate,1300004295
Local rate,1300004296
Local rate,1300004297
Local rate,1300004298
Local rate,1300004300
Local rate,1300004301
Local rate,1300004302
Local rate,1300004303
Local rate,1300004304
Local rate,1300004305
Local rate,1300004306
Local rate,1300004307
Local rate,1300004308
Local rate,1300004309
Local rate,1300004310
Local rate,1300004311
Local rate,1300004312
Local rate,1300004313
Local rate,1300004314
Local rate,1300004315
Local rate,1300004316
Local rate,1300004317
Local rate,1300004318
Local rate,1300004319
Local rate,1300004320
Local rate,1300004324
Local rate,1300004326
Local rate,1300004330
Local rate,1300004331
Local rate,1300004332
Local rate,1300004333
Local rate,1300004334
Local rate,1300004336
Local rate,1300004337
Local rate,1300004339
Local rate,1300004340
Local rate,1300004341
Local rate,1300004342
Local rate,1300004344
Local rate,1300004345
Local rate,1300004346
Local rate,1300004347
Local rate,1300004348
Local rate,1300004349
Local rate,1300004352
Local rate,1300004353
Local rate,1300004355
Local rate,1300004358
Local rate,1300004359
Local rate,1300004360
Local rate,1300004361
Local rate,1300004363
Local rate,1300004364
Local rate,1300004365
Local rate,1300004366
Local rate,1300004368
Local rate,1300004370
Local rate,1300004371
Local rate,1300004374
Local rate,1300004375
Local rate,1300004376
Local rate,1300004378
Local rate,1300004379
Local rate,1300004380
Local rate,1300004381
Local rate,1300004382
Local rate,1300004383
Local rate,1300004384
Local rate,1300004385
Local rate,1300004387
Local rate,1300004388
Local rate,1300004390
Local rate,1300004391
Local rate,1300004392
Local rate,1300004393
Local rate,1300004395
Local rate,1300004396
Local rate,1300004397
Local rate,1300004398
Local rate,1300004399
Local rate,1300004400
Local rate,1300004401
Local rate,1300004402
Local rate,1300004403
Local rate,1300004405
Local rate,1300004406
Local rate,1300004407
Local rate,1300004408
Local rate,1300004409
Local rate,1300004410
Local rate,1300004411
Local rate,1300004413
Local rate,1300004415
Local rate,1300004416
Local rate,1300004417
Local rate,1300004418
Local rate,1300004419
Local rate,1300004421
Local rate,1300004423
Local rate,1300004424
Local rate,1300004425
Local rate,1300004429
Local rate,1300004430
Local rate,1300004433
Local rate,1300004434
Local rate,1300004435
Local rate,1300004436
Local rate,1300004438
Local rate,1300004439
Local rate,1300004441
Local rate,1300004443
Local rate,1300004445
Local rate,1300004446
Local rate,1300004447
Local rate,1300004449
Local rate,1300004450
Local rate,1300004451
Local rate,1300004452
Local rate,1300004453
Local rate,1300004454
Local rate,1300004455
Local rate,1300004456
Local rate,1300004457
Local rate,1300004459
Local rate,1300004460
Local rate,1300004461
Local rate,1300004462
Local rate,1300004465
Local rate,1300004466
Local rate,1300004467
Local rate,1300004468
Local rate,1300004469
Local rate,1300004470
Local rate,1300004471
Local rate,1300004472
Local rate,1300004474
Local rate,1300004476
Local rate,1300004477
Local rate,1300004478
Local rate,1300004479
Local rate,1300004480
Local rate,1300004481
Local rate,1300004482
Local rate,1300004483
Local rate,1300004484
Local rate,1300004485
Local rate,1300004488
Local rate,1300004489
Local rate,1300004490
Local rate,1300004491
Local rate,1300004492
Local rate,1300004495
Local rate,1300004496
Local rate,1300004497
Local rate,1300004498
Local rate,1300004499
Local rate,1300004501
Local rate,1300004502
Local rate,1300004503
Local rate,1300004504
Local rate,1300004505
Local rate,1300004506
Local rate,1300004507
Local rate,1300004508
Local rate,1300004509
Local rate,1300004511
Local rate,1300004512
Local rate,1300004513
Local rate,1300004514
Local rate,1300004515
Local rate,1300004516
Local rate,1300004517
Local rate,1300004519
Local rate,1300004520
Local rate,1300004521
Local rate,1300004522
Local rate,1300004523
Local rate,1300004524
Local rate,1300004525
Local rate,1300004528
Local rate,1300004529
Local rate,1300004530
Local rate,1300004531
Local rate,1300004533
Local rate,1300004534
Local rate,1300004535
Local rate,1300004536
Local rate,1300004537
Local rate,1300004539
Local rate,1300004541
Local rate,1300004542
Local rate,1300004543
Local rate,1300004544
Local rate,1300004546
Local rate,1300004548
Local rate,1300004549
Local rate,1300004550
Local rate,1300004551
Local rate,1300004552
Local rate,1300004553
Local rate,1300004554
Local rate,1300004556
Local rate,1300004557
Local rate,1300004558
Local rate,1300004559
Local rate,1300004560
Local rate,1300004561
Local rate,1300004562
Local rate,1300004565
Local rate,1300004568
Local rate,1300004570
Local rate,1300004571
Local rate,1300004572
Local rate,1300004573
Local rate,1300004574
Local rate,1300004575
Local rate,1300004576
Local rate,1300004577
Local rate,1300004578
Local rate,1300004579
Local rate,1300004580
Local rate,1300004581
Local rate,1300004582
Local rate,1300004583
Local rate,1300004585
Local rate,1300004586
Local rate,1300004587
Local rate,1300004588
Local rate,1300004589
Local rate,1300004590
Local rate,1300004591
Local rate,1300004592
Local rate,1300004593
Local rate,1300004594
Local rate,1300004595
Local rate,1300004596
Local rate,1300004597
Local rate,1300004598
Local rate,1300004599
Local rate,1300004601
Local rate,1300004602
Local rate,1300004603
Local rate,1300004604
Local rate,1300004606
Local rate,1300004607
Local rate,1300004608
Local rate,1300004609
Local rate,1300004610
Local rate,1300004611
Local rate,1300004612
Local rate,1300004613
Local rate,1300004614
Local rate,1300004615
Local rate,1300004616
Local rate,1300004617
Local rate,1300004618
Local rate,1300004619
Local rate,1300004620
Local rate,1300004621
Local rate,1300004626
Local rate,1300004629
Local rate,1300004630
Local rate,1300004631
Local rate,1300004635
Local rate,1300004637
Local rate,1300004638
Local rate,1300004639
Local rate,1300004640
Local rate,1300004641
Local rate,1300004642
Local rate,1300004643
Local rate,1300004644
Local rate,1300004645
Local rate,1300004647
Local rate,1300004648
Local rate,1300004649
Local rate,1300004651
Local rate,1300004652
Local rate,1300004657
Local rate,1300004659
Local rate,1300004660
Local rate,1300004661
Local rate,1300004664
Local rate,1300004665
Local rate,1300004668
Local rate,1300004670
Local rate,1300004675
Local rate,1300004677
Local rate,1300004680
Local rate,1300004681
Local rate,1300004682
Local rate,1300004683
Local rate,1300004684
Local rate,1300004687
Local rate,1300004688
Local rate,1300004689
Local rate,1300004690
Local rate,1300004691
Local rate,1300004692
Local rate,1300004693
Local rate,1300004696
Local rate,1300004697
Local rate,1300004698
Local rate,1300004699
Local rate,1300004700
Local rate,1300004701
Local rate,1300004702
Local rate,1300004703
Local rate,1300004704
Local rate,1300004705
Local rate,1300004706
Local rate,1300004708
Local rate,1300004709
Local rate,1300004710
Local rate,1300004711
Local rate,1300004712
Local rate,1300004713
